preprocessing,k1,b,category,rank,query,cran_id,AP@all_vector,AP@all_bm25,dAP@all,P@10_vector,P@10_bm25,n_relevant,n_terms,text
stopwords+stemming,2,0,bm25_better,5,95,143,0.1961,0.5435,+0.3474,0.10,0.10,2,10,"what is the theoretical heat transfer distribution around a hemisphere"
stopwords+stemming,2,0,bm25_better,6,223,356,0.4407,0.7589,+0.3182,0.20,0.30,4,10,"papers on shear buckling of unstiffened rectangular plates under shear"
stopwords+stemming,2,0,bm25_better,7,205,317,0.3611,0.6429,+0.2817,0.20,0.20,2,13,"has anyone investigated theoretically whether surface flexibility can stabilize a laminar boundary layer"
stopwords+stemming,2,0,bm25_better,8,18,33,0.0992,0.3527,+0.2535,0.10,0.10,3,13,"are experimental pressure distributions on bodies of revolution at angle of attack available"
stopwords+stemming,2,0,bm25_better,9,173,264,0.5833,0.8333,+0.2500,0.20,0.20,2,14,"references on lyapunovs method on the stability of linear differential equations with periodic coefficients"
stopwords+stemming,2,0,bm25_better,10,5,9,0.2083,0.4518,+0.2436,0.20,0.30,4,10,"what chemical kinetic system is applicable to hypersonic aerodynamic problems"
stopwords+stemming,2,0,vector_better,1,52,87,0.8542,0.2051,-0.6490,0.40,0.20,4,19,"what is the available information pertaining to the effect of slight rarefaction on boundary layer flows the slip effect"
stopwords+stemming,2,0,vector_better,2,146,216,0.8333,0.2500,-0.5833,0.20,0.20,2,18,"does a membrane theory exist by which the behaviour of pressurized membrane cylinders in bending can be predicted"
stopwords+stemming,2,0,vector_better,3,64,105,0.6250,0.1391,-0.4859,0.20,0.10,2,27,"cant the static deflection shapes be used in predicting flutter in place of vibrational shapes if so can we provide a justification by means of an example"
stopwords+stemming,2,0,vector_better,4,17,32,0.5083,0.0370,-0.4713,0.10,0.00,2,20,"can the three-dimensional problem of a transverse potential flow about a body of revolution be reduced to a two-dimensional problem"
stopwords+stemming,2,0,vector_better,5,67,108,0.6102,0.1437,-0.4665,0.70,0.10,14,17,"can series expansions be found for the boundary layer on a flat plate in a shear flow"
stopwords+stemming,2,0,vector_better,6,102,152,0.4418,0.0648,-0.3770,0.20,0.10,4,9,"basic dynamic characteristics of structures continuous over many spans"
stopwords+stemming,2,0,vector_better,7,145,215,0.4309,0.0973,-0.3336,0.40,0.10,7,18,"what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending"
stopwords+stemming,2,0,vector_better,8,183,277,0.6471,0.3189,-0.3282,0.80,0.40,13,14,"what factors have been shown to have a primary influence on sonic boom strength"
stopwords+stemming,2,0,vector_better,9,144,214,0.6354,0.3103,-0.3250,0.50,0.20,6,33,"can studies of pure membrane cylinders having no wall bending stiffness but maintaining their shape by virtue of internal pressure provide any insight into the behaviour of pressurized cylinders with finite wall stiffness"
stopwords+stemming,2,0,vector_better,10,148,218,0.4615,0.1366,-0.3250,0.30,0.20,6,10,"papers on small deflection theory for buckling of sandwich cylinders"
stopwords+stemming,2,0,both_poor,1,13,26,0.0000,0.0000,+0.0000,0.00,0.00,4,10,"what is the basic mechanism of the transonic aileron buzz"
stopwords+stemming,2,0,both_poor,2,44,79,0.0000,0.0000,+0.0000,0.00,0.00,3,13,"what are the details of the rigorous kinetic theory of gases chapman-enskog theory"
stopwords+stemming,2,0,both_poor,3,22,40,0.0000,0.0000,+0.0000,0.00,0.00,1,24,"did anyone else discover that the turbulent skin friction is not over sensitive to the nature of the variation of the viscosity with temperature"
stopwords+stemming,2,0,both_poor,4,31,56,0.0000,0.0000,+0.0000,0.00,0.00,1,23,"what size of end plate can be safely used to simulate two-dimensional flow conditions over a bluff cylindrical body of finite aspect ratio"
stopwords+stemming,2,0,both_poor,5,216,340,0.0018,0.0021,+0.0003,0.00,0.00,1,19,"what investigations have been made of the wave system created by a static pressure distribution over a liquid surface"
stopwords+stemming,2,0,both_poor,6,124,182,0.0033,0.0031,-0.0001,0.00,0.00,4,38,"in what areas other than low density wind tunnel flows is viscous compressible flow in slender channels a problem what analytical investigations have been made of the stability of conical shells how do the results compare with experiment"
stopwords+stemming,2,0,both_poor,7,28,53,0.0050,0.0034,-0.0015,0.00,0.00,2,10,"what application has the linear theory design of curved wings"
stopwords+stemming,2,0,both_poor,8,207,323,0.0046,0.0055,+0.0010,0.00,0.00,5,12,"how do large changes in new mass ratio quantitatively affect wing-flutter boundaries"
stopwords+stemming,2,0,both_poor,9,152,225,0.0096,0.0072,-0.0023,0.00,0.00,6,17,"how can the effect of the boundary-layer on wing pressure be calculated and what is its magnitude"
stopwords+stemming,2,0,both_poor,10,139,209,0.0098,0.0078,-0.0021,0.00,0.00,4,23,"has the effect of the change of initial pressure due to deformation on the frequencies of vibration of circular cylindrical shells been investigated"
stopwords+stemming,2,0.75,bm25_better,1,173,264,0.5833,1.0000,+0.4167,0.20,0.20,2,14,"references on lyapunovs method on the stability of linear differential equations with periodic coefficients"
stopwords+stemming,2,0.75,bm25_better,2,143,213,0.2436,0.6429,+0.3993,0.10,0.20,2,13,"what general solutions for the stresses in pressurized shells of revolution are available"
stopwords+stemming,2,0.75,bm25_better,3,95,143,0.1961,0.5417,+0.3456,0.10,0.10,2,10,"what is the theoretical heat transfer distribution around a hemisphere"
stopwords+stemming,2,0.75,bm25_better,4,15,29,0.7000,1.0000,+0.3000,0.20,0.20,2,5,"material properties of photoelastic materials"
stopwords+stemming,2,0.75,bm25_better,5,205,317,0.3611,0.6429,+0.2817,0.20,0.20,2,13,"has anyone investigated theoretically whether surface flexibility can stabilize a laminar boundary layer"
stopwords+stemming,2,0.75,bm25_better,6,18,33,0.0992,0.3546,+0.2554,0.10,0.10,3,13,"are experimental pressure distributions on bodies of revolution at angle of attack available"
stopwords+stemming,2,0.75,bm25_better,7,154,227,0.5833,0.8333,+0.2500,0.20,0.20,2,13,"which iterative method for solving linear elliptic difference equations is most rapidly convergent"
stopwords+stemming,2,0.75,bm25_better,8,61,102,0.3031,0.5388,+0.2358,0.30,0.30,5,15,"does there exist a closed-form expression for the local heat transfer around a yawed cylinder"
stopwords+stemming,2,0.75,bm25_better,9,43,74,0.4301,0.6487,+0.2186,0.30,0.40,6,17,"can the transonic flow around an arbitrary smooth thin airfoil be analysed in a simple approximate way"
stopwords+stemming,2,0.75,bm25_better,10,113,165,0.1472,0.3588,+0.2116,0.20,0.20,4,14,"what data exists on oscillatory aerodynamic forces on control surfaces at transonic mach numbers"
stopwords+stemming,2,0.75,vector_better,1,183,277,0.6471,0.3349,-0.3122,0.80,0.40,13,14,"what factors have been shown to have a primary influence on sonic boom strength"
stopwords+stemming,2,0.75,vector_better,2,146,216,0.8333,0.5833,-0.2500,0.20,0.20,2,18,"does a membrane theory exist by which the behaviour of pressurized membrane cylinders in bending can be predicted"
stopwords+stemming,2,0.75,vector_better,3,17,32,0.5083,0.2601,-0.2482,0.10,0.10,2,20,"can the three-dimensional problem of a transverse potential flow about a body of revolution be reduced to a two-dimensional problem"
stopwords+stemming,2,0.75,vector_better,4,148,218,0.4615,0.2195,-0.2420,0.30,0.20,6,10,"papers on small deflection theory for buckling of sandwich cylinders"
stopwords+stemming,2,0.75,vector_better,5,145,215,0.4309,0.2326,-0.1983,0.40,0.20,7,18,"what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending"
stopwords+stemming,2,0.75,vector_better,6,88,136,0.8556,0.6746,-0.1810,0.60,0.60,6,23,"how does a satellite orbit contract under the action of air drag in an atmosphere in which the scale height varies with altitude"
stopwords+stemming,2,0.75,vector_better,7,190,293,0.6367,0.4693,-0.1674,0.40,0.30,5,29,"will an analysis of panel flutter based on arbitrarily assumed modes of deformation prove satisfactory and if so what is the minimum number of modes that need be considered"
stopwords+stemming,2,0.75,vector_better,8,77,120,0.5452,0.3802,-0.1651,0.40,0.40,6,20,"how close is the comparison of the shock layer theory with existing experiments in the low reynolds number merged-layer regime"
stopwords+stemming,2,0.75,vector_better,9,155,230,0.4049,0.2433,-0.1616,0.30,0.20,6,8,"technical report on measurement of ablation during flight"
stopwords+stemming,2,0.75,vector_better,10,9,15,0.4765,0.3222,-0.1542,0.20,0.20,3,8,"papers on internal slip flow heat transfer studies"
stopwords+stemming,2,0.75,both_poor,1,13,26,0.0000,0.0000,+0.0000,0.00,0.00,4,10,"what is the basic mechanism of the transonic aileron buzz"
stopwords+stemming,2,0.75,both_poor,2,44,79,0.0000,0.0000,+0.0000,0.00,0.00,3,13,"what are the details of the rigorous kinetic theory of gases chapman-enskog theory"
stopwords+stemming,2,0.75,both_poor,3,22,40,0.0000,0.0000,+0.0000,0.00,0.00,1,24,"did anyone else discover that the turbulent skin friction is not over sensitive to the nature of the variation of the viscosity with temperature"
stopwords+stemming,2,0.75,both_poor,4,31,56,0.0000,0.0000,+0.0000,0.00,0.00,1,23,"what size of end plate can be safely used to simulate two-dimensional flow conditions over a bluff cylindrical body of finite aspect ratio"
stopwords+stemming,2,0.75,both_poor,5,216,340,0.0018,0.0018,-0.0001,0.00,0.00,1,19,"what investigations have been made of the wave system created by a static pressure distribution over a liquid surface"
stopwords+stemming,2,0.75,both_poor,6,124,182,0.0033,0.0034,+0.0001,0.00,0.00,4,38,"in what areas other than low density wind tunnel flows is viscous compressible flow in slender channels a problem what analytical investigations have been made of the stability of conical shells how do the results compare with experiment"
stopwords+stemming,2,0.75,both_poor,7,28,53,0.0050,0.0047,-0.0003,0.00,0.00,2,10,"what application has the linear theory design of curved wings"
stopwords+stemming,2,0.75,both_poor,8,207,323,0.0046,0.0060,+0.0014,0.00,0.00,5,12,"how do large changes in new mass ratio quantitatively affect wing-flutter boundaries"
stopwords+stemming,2,0.75,both_poor,9,152,225,0.0096,0.0081,-0.0015,0.00,0.00,6,17,"how can the effect of the boundary-layer on wing pressure be calculated and what is its magnitude"
stopwords+stemming,2,0.75,both_poor,10,139,209,0.0098,0.0077,-0.0021,0.00,0.00,4,23,"has the effect of the change of initial pressure due to deformation on the frequencies of vibration of circular cylindrical shells been investigated"
stopwords+stemming,2,1,bm25_better,1,173,264,0.5833,1.0000,+0.4167,0.20,0.20,2,14,"references on lyapunovs method on the stability of linear differential equations with periodic coefficients"
stopwords+stemming,2,1,bm25_better,2,143,213,0.2436,0.6429,+0.3993,0.10,0.20,2,13,"what general solutions for the stresses in pressurized shells of revolution are available"
stopwords+stemming,2,1,bm25_better,3,113,165,0.1472,0.4453,+0.2981,0.20,0.20,4,14,"what data exists on oscillatory aerodynamic forces on control surfaces at transonic mach numbers"
stopwords+stemming,2,1,bm25_better,4,205,317,0.3611,0.6429,+0.2817,0.20,0.20,2,13,"has anyone investigated theoretically whether surface flexibility can stabilize a laminar boundary layer"
stopwords+stemming,2,1,bm25_better,5,154,227,0.5833,0.8333,+0.2500,0.20,0.20,2,13,"which iterative method for solving linear elliptic difference equations is most rapidly convergent"
stopwords+stemming,2,1,bm25_better,6,43,74,0.4301,0.6529,+0.2228,0.30,0.40,6,17,"can the transonic flow around an arbitrary smooth thin airfoil be analysed in a simple approximate way"
stopwords+stemming,2,1,bm25_better,7,101,150,0.5903,0.7875,+0.1972,0.50,0.50,6,20,"why does the incremental theory and the deformation theory of plastic stress-strain relationship differ greatly when applied to stability problems"
stopwords+stemming,2,1,bm25_better,8,136,205,0.2097,0.3803,+0.1706,0.10,0.10,3,14,"what are the results for the creep buckling of round tubes under external pressure"
stopwords+stemming,2,1,bm25_better,9,81,126,0.6667,0.8333,+0.1667,0.20,0.20,2,13,"what are wind-tunnel corrections for a two-dimensional aerofoil mounted off-centre in a tunnel"
stopwords+stemming,2,1,bm25_better,10,185,284,0.6687,0.8292,+0.1605,0.60,0.70,9,5,"experimental studies on panel flutter"
stopwords+stemming,2,1,vector_better,1,183,277,0.6471,0.2911,-0.3560,0.80,0.40,13,14,"what factors have been shown to have a primary influence on sonic boom strength"
stopwords+stemming,2,1,vector_better,2,77,120,0.5452,0.3782,-0.1670,0.40,0.40,6,20,"how close is the comparison of the shock layer theory with existing experiments in the low reynolds number merged-layer regime"
stopwords+stemming,2,1,vector_better,3,155,230,0.4049,0.2433,-0.1616,0.30,0.20,6,8,"technical report on measurement of ablation during flight"
stopwords+stemming,2,1,vector_better,4,197,300,0.7917,0.6389,-0.1528,0.30,0.20,3,10,"how is fatigue damage estimated using the normal long-hand method"
stopwords+stemming,2,1,vector_better,5,9,15,0.4765,0.3250,-0.1515,0.20,0.20,3,8,"papers on internal slip flow heat transfer studies"
stopwords+stemming,2,1,vector_better,6,88,136,0.8556,0.7167,-0.1389,0.60,0.60,6,23,"how does a satellite orbit contract under the action of air drag in an atmosphere in which the scale height varies with altitude"
stopwords+stemming,2,1,vector_better,7,144,214,0.6354,0.4994,-0.1359,0.50,0.50,6,33,"can studies of pure membrane cylinders having no wall bending stiffness but maintaining their shape by virtue of internal pressure provide any insight into the behaviour of pressurized cylinders with finite wall stiffness"
stopwords+stemming,2,1,vector_better,8,191,294,0.5660,0.4372,-0.1288,0.60,0.40,13,18,"what is the criterion for true panel flutter as opposed to small amplitude vibration arising from acoustic disturbances"
stopwords+stemming,2,1,vector_better,9,148,218,0.4615,0.3339,-0.1276,0.30,0.20,6,10,"papers on small deflection theory for buckling of sandwich cylinders"
stopwords+stemming,2,1,vector_better,10,92,140,0.6162,0.4988,-0.1175,0.70,0.40,13,35,"given complete freedom in the design of an airplane what procedure would be used in order to minimize sonic boom intensity and is there a limit to the degree of minimizing that can be accomplished"
stopwords+stemming,2,1,both_poor,1,13,26,0.0000,0.0000,+0.0000,0.00,0.00,4,10,"what is the basic mechanism of the transonic aileron buzz"
